V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
6573.06,6503.5864,6311.956,6300.081,6298.2866,6245.1445,6098.6294,6183.9014,6080.254,6108.3423,6356.9688,6575.288,6618.4585,6535.083,6223.2065,6210.1475,6236.134,6244.5513
3707.1213,3810.5117,5620.6553,5152.667,2966.8975,2680.7466,3414.7466,4339.235,3773.0906,2623.8577,2666.9163,4685.787,4780.592,5007.8135,5914.0703,5278.3643,2600.3503,2285.001
3275.749,3652.144,3676.5017,4061.5225,3605.0283,3403.065,3697.2617,4407.91,3519.1558,3297.6497,3475.3018,3653.8347,3420.4155,3548.2822,3530.188,3783.3435,3534.9856,3145.395
1984.3751,1927.3722,2220.7087,2009.335,1381.2588,1110.991,1385.5898,1491.0209,1287.4901,1077.2832,1425.4235,1973.1919,2202.5024,2004.6538,2146.9702,1656.8306,1029.4497,1198.0775
1459.0923,1367.4187,1474.1726,1708.4803,985.4303,905.74286,1129.9017,1205.1713,853.235,803.0681,797.3257,1212.0955,1284.5233,1092.8712,1227.5803,1311.5723,762.8729,775.4116
10842.336,7764.2705,4737.7686,5331.9067,5189.259,4941.6978,8774.884,8430.764,3490.2712,2659.589,3862.8655,9207.207,11855.105,8016.786,4505.906,4561.302,3323.7795,4356.545
12147.5625,12159.391,12042.127,11916.213,11623.215,11548.56,11629.842,11899.391,11469.74,11112.136,11221.809,11681.193,11676.643,11635.259,11572.66,11584.147,11320.731,11659.31
6576.09,6567.608,6588.5747,6726.986,6726.9595,6849.486,6738.3223,6617.034,6638.791,6741.6523,6760.386,6912.005,6802.4043,6743.2246,6868.6187,6929.6987,6744.557,6934.038
18180.398,18360.191,18404.848,18665.545,18504.486,18758.477,18702.441,18917.404,18702.65,18698.906,18489.027,19065.963,18826.365,18847.418,19279.734,19355.76,18737.889,19418.23
3433.5874,3408.039,3401.0813,3409.0012,3385.2148,3359.1296,3357.3655,3398.687,3332.4363,3323.2207,3321.155,3316.9426,3322.306,3311.8994,3338.4724,3333.7961,3367.0793,3339.5007
2466.039,2462.477,2502.8223,2522.2603,2536.8357,2509.1233,2496.7158,2454.2307,2500.347,2536.243,2522.0886,2528.6877,2530.652,2522.0076,2527.871,2531.0308,2565.6284,2522.5422
9630.48,9691.054,9473.664,9506.142,10988.011,11019.371,10645.907,9525.995,9654.818,10424.229,9384.646,8617.025,9708.887,9222.009,9377.991,9680.955,10798.978,10741.293
2615.73,2634.8323,2779.5461,2615.4404,2676.7158,2610.601,2689.7075,2611.426,2614.2468,2685.7458,2768.5188,2674.9597,2635.9175,2616.3257,2665.2,2610.6892,2656.9038,2621.9053
5501.48,5575.675,5659.933,5614.2383,5608.138,5617.9043,5614.471,5496.0464,5599.659,5659.861,5608.1562,5621.819,5611.206,5589.159,5627.53,5598.784,5556.624,5600.939
3813.667,3799.5588,3669.7173,3546.9163,3592.9307,3653.34,3673.0952,3469.6414,3576.0352,3817.486,3612.1514,3568.5193,3705.8657,3636.9963,3586.4248,3546.8184,3563.4514,3591.6353
18731.19,19906.303,19381.959,19199.775,20058.2,19204.236,18602.957,19174.047,19255.297,19413.652,19440.77,19383.793,19301.488,19471.227,19292.357,19431.229,19921.322,19389.85
5215.2964,5096.8843,4674.3125,4803.8926,4766.288,4386.683,4530.228,4502.8667,4610.067,4600.02,4616.295,4821.5137,4841.9883,4820.0063,4713.1787,4958.3438,4622.5737,4610.622
2491.3384,2596.896,2602.8496,2674.4478,2668.606,2623.127,2654.7144,2646.2485,2646.0476,2689.156,2698.9072,2709.4773,2682.0293,2700.7869,2748.334,2766.137,2766.854,2716.375
3841.801,4212.9775,3649.204,3579.5105,4099.719,4066.4395,4010.609,3594.1162,3686.6067,4316.289,4062.7944,3722.5627,3956.7065,4073.5142,3843.697,3658.4512,4111.0527,4038.9058
10997.188,12101.959,11643.995,11123.448,11675.277,11695.046,11653.714,11175.082,11332.651,12030.04,11682.07,11101.11,11485.928,11720.071,11415.006,11301.145,11502.334,11522.049
5891.134,6531.6323,5908.0796,5722.093,5594.9517,6138.798,5933.6753,6214.02,5270.984,5847.5376,6154.845,6228.5625,5722.711,6381.6206,5649.6025,6123.8315,5780.944,6228.632
2381.6497,2403.3008,2385.8608,2389.8784,2428.2136,2388.0796,2358.9712,2348.4224,2384.3887,2407.571,2398.7954,2394.0605,2392.4927,2393.3674,2388.8164,2391.791,2437.5667,2398.336
5084.948,5152.1133,4688.3647,4665.9614,4817.5703,4834.687,4800.183,4559.627,4530.233,4809.0767,4977.5874,4807.792,4820.0303,4812.393,4628.3105,4674.3877,4664.3213,4715.1826
6900.922,7256.0977,7466.706,6090.086,5492.0747,5180.816,4814.6997,4617.992,4786.74,5279.1665,5548.0376,6006.605,7473.092,7917.905,7882.8516,5371.9614,4710.091,5028.5947
6977.4326,6840.3965,6710.849,6337.696,6626.43,6465.6113,6578.3936,6491.0356,6583.6455,6495.967,6696.696,6625.8633,6945.8135,6797.42,6633.349,6535.633,6474.547,6428.692
6944.535,6714.5044,7420.5244,8362.742,7680.709,7496.9297,7327.851,7124.8623,7025.112,7553.212,7765.1562,7803.9146,7346.663,7346.3403,7986.3813,8195.563,7871.3877,7636.9404
1276.6154,1280.3618,1253.758,1262.9011,1268.294,1246.2104,1265.4838,1260.2551,1275.8112,1275.8412,1281.6624,1269.372,1291.1312,1278.5714,1276.7268,1279.9292,1282.3676,1288.5762
1292.8564,1302.9098,1313.7368,1324.8287,1276.526,1287.0232,1255.477,1268.6122,1256.3463,1312.1575,1284.073,1341.7052,1311.0323,1334.3933,1282.8555,1266.3739,1181.2582,1248.6014
3015.582,3064.062,2812.7458,2946.238,2771.1868,2897.9136,2896.9263,3040.2246,2920.5593,3033.1826,3265.2627,3428.8567,3076.5088,2987.3438,2861.804,3143.6565,2916.2996,3025.7734
5412.784,5378.2925,5431.549,5410.7144,5135.8154,5209.564,5192.1514,5203.9375,5048.082,5406.986,5064.535,5481.2695,5374.079,5494.7803,5135.462,5040.499,4409.573,4292.245
1240.9027,1221.3032,1231.5621,1241.3752,978.4927,1042.3066,865.2217,934.68506,965.56433,1129.704,1160.1426,1298.8999,1208.306,1239.9391,1091.9281,1031.9489,719.8833,822.23987
1147.437,1102.1521,1024.4615,1016.3045,1035.5408,1025.8907,994.6817,989.574,1006.2393,1015.07324,987.23126,1008.581,1022.28564,1010.22504,991.52,1015.089,997.83563,1013.644
1055.1394,1022.6711,952.89514,912.8929,871.884,808.87994,767.7,780.14575,876.26776,905.7569,890.3042,939.2053,945.1581,913.6145,896.61914,864.64124,798.2121,765.4636
853.82495,900.6492,868.7157,835.43005,814.5917,873.41785,681.8025,702.2606,721.77167,765.1858,811.80347,838.0013,794.79333,868.182,825.5288,784.26447,714.55884,837.62
3397.2202,3554.8364,3519.2275,3330.6018,3446.573,3326.8215,3345.686,3365.12,3348.3516,3283.6938,3251.957,3154.221,3231.4202,3343.6104,3371.2036,3315.2148,3402.2397,3377.3757
2091.6462,2148.982,2213.478,2276.902,2194.1392,2123.3716,2059.6704,2062.8835,1988.8157,2021.1992,2062.178,2041.4419,2113.553,2084.9888,2068.7144,2079.8047,1993.8378,2155.5964
4692.4404,4533.419,4517.619,4550.1973,4537.9756,4406.1904,4445.158,4502.7446,4521.0796,4377.612,4377.7085,4450.868,4396.7227,4219.669,4337.9463,4467.779,4423.1333,4393.6646
2870.1775,2928.576,2963.213,2786.4739,2793.1926,2773.084,2811.8428,2754.4673,2785.9534,2802.627,2791.6213,2744.1292,2759.3374,2780.8328,2821.6396,2782.8118,2819.8296,2848.368
6592.4897,6736.5137,6714.2065,6634.7812,6726.74,6826.197,6821.8228,6718.2295,6615.154,6710.8945,6822.6294,6756.878,6842.584,6890.118,6875.6484,6781.535,6762.6396,6832.71
6418.6313,6183.19,6174.0522,6231.6167,6217.754,6236.8433,6412.5063,6347.244,6266.538,6250.191,6343.9585,6318.971,6351.874,6375.698,6375.956,6275.5083,6304.6216,6374.373
3115.7395,3433.98,2947.869,3545.2324,3976.3252,4128.8623,3645.2427,3823.5981,3825.0361,4111.5454,3643.4722,3600.1497,3963.4458,3584.4695,3813.4163,3986.47,4235.491,3864.8032
6866.1104,6797.9683,7229.4863,6725.9756,5858.1294,5784.0757,6293.09,5909.442,6005.427,5551.732,6546.511,6928.159,5816.2383,6486.3384,6065.4893,5696.9976,4915.838,5920.371
7038.13,6574.833,6592.0137,6889.33,7271.3237,6901.695,6728.2646,6951.7583,6710.3735,6421.554,6758.0586,7037.7817,6763.784,6688.453,6740.778,6756.0522,6757.9766,6776.3335
3409.6414,3825.6167,3108.8816,2345.145,2400.5818,3834.865,3669.8071,3616.0947,3398.1614,3900.9268,3092.215,3005.4473,3740.056,4275.0063,3191.4524,2716.5034,3002.161,3888.145
3879.403,3970.7136,4284.9443,4269.4062,3925.7983,4161.783,4231.2866,4140.256,4219.257,4480.365,4323.7266,4410.76,4008.4346,4129.886,4366.1396,4503.6895,4290.173,4393.2544
3659.2021,4079.9382,3989.6606,3844.9917,3765.1978,3940.9163,3765.422,3980.8174,3951.2678,3925.5923,3744.8557,4034.4507,3840.9949,3933.5767,3846.389,3968.9158,3548.309,3832.5305
7730.816,8194.589,7693.9023,7646.6963,7630.8643,7658.961,7590.9287,7694.66,7645.327,7700.5054,7617.912,7641.991,7604.3965,7701.7544,7628.774,7695.898,7631.8164,7635.0176
3130.3413,3049.0876,3144.9988,3390.3965,3530.4294,3933.724,3901.434,3435.5952,3331.8315,3479.6294,3555.219,3469.0332,3578.3628,3480.7156,3376.476,3275.6926,3483.7244,3833.8418
5598.9414,5746.2627,5576.305,5330.9624,5430.2593,5421.8213,5270.8823,5479.5117,5534.836,5513.4526,5517.9463,5538.9946,5533.9517,5528.274,5559.0327,5486.182,5504.3657,5438.2363
4113.8535,4651.863,4453.066,4387.1914,4396.102,4768.536,4476.3936,4329.625,4333.513,4705.1323,4361.8867,4306.9883,4314.7046,4350.5967,4276.802,4278.6587,4359.8613,4626.064
4769.488,4479.3345,4500.449,4550.82,4626.7896,4545.811,4536.5522,4629.876,4545.251,4349.972,4749.904,4748.8794,4802.029,4778.6636,4818.003,4625.3096,4697.8696,4620.9707
6109.7354,6039.668,6039.538,5890.583,5962.8066,5994.7383,5855.192,5892.4185,5926.2837,5964.5444,6089.6963,6017.762,6058.682,6000.85,6030.7837,5904.601,5942.243,5970.9067
4673.7646,4444.1357,4301.122,3884.4268,3991.5923,4124.5317,4359.841,4403.8506,4164.7217,4063.6323,4070.5168,4324.0093,4551.834,4421.0283,4372.326,4324.8286,4361.4,4287.2427
4914.9673,4904.4004,5198.982,4799.354,5259.5396,5684.369,5778.741,5333.5615,4611.864,4477.2686,4769.9414,4528.8677,4854.897,5154.0615,5443.903,5218.5454,5498.0103,5608.6143
2531.5386,2463.8633,2586.8792,2656.9658,2477.591,2528.5833,2695.4973,2677.6248,2681.5576,2597.0256,2664.3408,2738.4573,2704.3037,2686.3909,2734.0212,2698.0693,2646.076,2590.5789
5161.525,5028.4033,5002.571,4909.3906,5045.592,4987.3335,4884.234,4914.939,4922.583,4936.2446,5099.7476,4966.8296,5226.417,5056.2954,5076.244,4904.597,5015.5547,4958.0835
7384.94,7566.4395,7277.148,7226.921,7260.661,7446.7314,7139.661,7096.739,7343.0444,7388.764,7584.8833,7603.2246,7571.123,7504.906,7522.087,7392.8115,7126.519,7523.8027
6988.153,6835.593,6784.5366,6697.2075,6829.4976,6785.0547,6754.6177,6786.1255,6816.666,6782.446,6812.896,6714.941,6930.6885,6862.727,6898.276,6810.3315,6866.2954,6789.5107
6385.4263,6272.673,6332.9326,6333.619,6311.062,6540.314,6293.63,6272.419,6121.9375,6166.697,6164.598,6379.756,6342.143,6319.436,6248.1436,6243.574,6304.1504,6349.631
5663.7144,5621.207,5889.3086,5902.145,5603.485,5872.3516,6016.7847,6131.9453,6165.3877,6012.097,5879.139,6020.1187,5847.4194,6070.7207,6107.7715,5910.8823,5931.7837,6040.8677
4152.5225,4543.4653,4095.1995,4051.9065,4341.6045,4607.1353,4485.097,4391.499,4360.4863,4597.612,4264.0273,4185.84,4587.905,4523.9624,4321.7827,4319.442,4443.4126,4674.3037
4541.179,4495.3115,4757.052,4603.1885,4566.657,4498.6377,4476.36,4540.197,4556.7188,4476.2197,4744.008,4779.6924,4459.757,4599.5664,4730.2466,4531.2236,4527.704,4501.2773
5626.6997,5110.986,4958.281,4268.282,4250.844,4543.028,4727.1978,4446.413,4463.2124,4483.2456,4358.9775,4612.708,5101.5127,4908.632,4709.6323,4337.647,4206.249,4451.977
2608.2856,2272.0117,2330.3525,2464.0974,2398.6384,2681.1006,2802.0652,2799.503,2907.9119,2597.025,2686.5327,2826.3958,2847.285,2794.4653,2936.5957,2793.3281,2685.7815,2752.6501
5117.5337,5084.062,5130.9507,5222.6196,5265.5557,5176.856,5056.5815,5161.312,4840.9097,4974.5693,5176.83,5195.9473,5214.043,5057.6553,5120.237,5152.4756,5219.368,5140.158
3465.6362,3407.864,3731.4639,3620.3413,3795.5503,3562.5925,3301.876,3273.2605,3314.3254,3684.7866,3238.7312,3083.1494,3226.4558,3191.119,3341.6992,3339.966,3490.097,3245.895
4504.9673,4772.1177,4708.095,4748.4546,4527.19,4703.984,4764.663,5002.8926,4890.415,4792.125,4932.575,5008.7305,4797.1826,4847.7656,4900.371,4931.4614,4821.664,4922.6123
5542.408,5783.0625,5417.4355,5109.0986,5360.562,5608.728,5436.243,5470.293,5503.8228,5500.964,5287.1353,5352.434,5624.67,5427.371,5422.859,5406.4644,5445.7603,5756.4033
9225.513,9162.237,9305.0205,9890.984,9406.699,8518.9,8265.389,8923.863,9229.622,8185.8726,7500.977,8923.234,9023.672,8719.768,9034.688,9755.019,8968.279,8515.975
8443.153,8389.643,8616.297,8770.705,8605.575,8238.274,8184.344,8263.963,8428.424,7997.739,8101.672,8359.876,8588.546,8477.701,8718.219,8825.425,8487.339,8211.728
8619.935,8479.221,8690.361,8747.858,8511.938,8232.072,8353.774,8397.233,8442.778,8157.8135,8336.716,8475.591,8762.93,8532.695,8790.521,8800.078,8473.347,8257.446
1198.4049,1252.5457,1245.5773,1240.6171,1235.6405,1244.722,1249.125,1244.6615,1230.6686,1256.0363,1242.268,1246.8921,1240.2676,1261.6884,1259.6996,1266.5261,1248.1401,1252.9089
11718.24,12317.333,12110.429,12186.549,11982.587,11459.177,11362.459,11276.519,10870.031,11652.462,11515.789,11897.982,11901.088,11946.164,11539.237,11903.533,11534.56,11212.702
1650.8076,1611.1798,1590.4877,1568.9623,1454.2235,1420.2451,1481.9644,1576.6198,1631.0872,1599.6974,1675.7063,1706.0454,1725.7218,1652.059,1614.4622,1605.7808,1407.6655,1441.232
7714.4336,7772.9087,7750.671,7806.2676,7773.674,7943.922,7959.7773,8016.9043,8000.866,7885.261,7823.9287,7978.5674,7945.433,7964.6206,8024.1343,8053.305,7821.6543,8130.585
2771.3826,2821.746,2830.6145,2802.3113,2827.5496,2815.675,2789.9978,2849.9812,2888.2456,2946.8953,3016.3208,3048.2676,3048.333,3048.096,3070.128,2959.857,2898.8398,2853.3833
2061.043,2090.3818,2096.7795,2125.6687,2085.766,2115.3284,2073.6323,2114.9346,2049.2039,2095.3743,2058.8616,2157.3882,2143.1765,2154.3257,2118.3948,2181.7659,2097.4072,2197.1897
1620.7017,1903.4379,2081.5015,2560.6265,2164.874,2039.1306,1901.8358,1993.2114,1928.4249,1913.4963,1465.555,1721.207,1773.3225,1944.5796,1982.1428,1991.0651,1864.4172,1800.5641
1377.9707,1395.0745,1392.7336,1437.4677,1376.7153,1372.0657,1331.1589,1339.2993,1310.6567,1324.6154,1303.6014,1334.7775,1351.6432,1336.8176,1339.1238,1338.5721,1311.2964,1366.6499
2442.1167,2635.2568,2849.3445,2903.3176,2680.3064,2548.1926,2302.5007,2375.7708,2236.264,2338.6335,2166.0625,2295.571,2371.8408,2403.0923,2426.6287,2380.913,2338.346,2320.024
2543.4841,2582.2964,2597.759,2684.4346,2626.7246,2695.6099,2601.858,2637.3,2523.961,2607.2473,2592.37,2717.102,2701.5022,2679.407,2615.901,2659.6597,2562.7627,2867.3047
4655.088,4563.3945,4314.537,3954.7942,3516.15,3358.7366,3199.098,3512.4048,3059.2466,3091.716,3576.0186,3929.491,4253.9585,3988.8547,3849.319,4025.9863,3511.663,3898.0508
2219.8337,2221.2202,2227.9182,2217.775,2189.402,2188.5117,2169.2212,2168.1055,2126.7974,2137.8462,2187.773,2171.6763,2249.4534,2230.9849,2226.2559,2195.79,2190.0579,2247.1243
2413.1123,2443.9138,2488.4055,2565.6614,2513.6855,2591.5398,2518.545,2555.3936,2334.0398,2476.9485,2476.7588,2696.5608,2591.045,2554.6606,2537.955,2716.3428,2489.951,2721.924
14906.84,14354.225,13561.674,12471.576,10858.484,10224.504,10264.407,10866.49,9612.6875,9545.42,10340.184,10960.214,12394.353,11900.424,12361.266,12178.35,10886.851,11939.4
3627.0747,3705.1445,3677.048,3757.4011,3734.319,3691.0325,3611.7412,3693.7017,3716.8118,3870.3257,4042.92,4085.696,4088.0354,4055.7705,3998.9958,3789.2512,3921.2964,3868.1235
1815.1218,1820.7748,1820.9615,1820.7894,1817.9891,1817.9597,1818.0625,1817.2505,1817.5991,1820.1074,1822.3756,1821.6361,1819.2274,1822.2589,1822.0625,1822.5498,1821.7351,1822.41
2597.974,2616.5964,2610.2886,2607.8804,2549.3716,2581.118,2573.763,2582.0437,2552.9072,2565.9238,2580.6172,2621.9844,2593.9683,2604.8462,2584.156,2583.6077,2533.8987,2556.7534
1225.8947,1230.3053,1225.9818,1236.0132,1225.3494,1239.2527,1244.6677,1241.6134,1237.138,1249.3165,1236.2163,1245.3739,1236.1726,1229.9617,1232.9921,1245.3457,1207.4861,1249.0669
2211.9573,2221.0051,2210.744,2254.148,2200.4617,2253.2012,2299.8188,2294.574,2242.3716,2189.492,2212.731,2320.6738,2307.3953,2282.748,2291.3584,2312.4866,2158.3884,2319.6365
2286.7827,2281.2136,2276.9443,2336.5903,2245.4724,2301.8064,2358.2256,2339.8848,2269.3455,2236.9336,2312.6135,2399.5713,2346.4785,2364.993,2389.0522,2377.7485,2179.1602,2378.0225
9298.149,9107.064,9130.923,9275.078,9296.2295,9066.945,9082.463,8965.502,9090.757,9038.421,9327.279,9238.728,9175.851,8961.968,9029.325,9187.159,9290.579,9297.541
2277.4731,2329.964,2308.2764,2354.8635,2212.3105,2386.2334,2417.856,2461.954,2331.6208,2243.2463,2211.636,2514.456,2441.089,2508.2344,2532.7507,2537.7322,2252.3096,2561.6184
1528.389,1544.0673,1432.2102,1445.6361,1448.4564,1450.9563,1434.4932,1427.4099,1408.7651,1408.0691,1434.3112,1452.1815,1458.0192,1434.6558,1391.0424,1424.7385,1422.1716,1448.2557
1593.0864,1603.4907,1601.7415,1644.5936,1609.5109,1649.3782,1691.8223,1691.6711,1669.8134,1629.8514,1566.7593,1662.1195,1666.4191,1624.2185,1654.4712,1730.9656,1601.5837,1716.8536
2293.7637,2316.8452,2313.419,2344.4194,2258.351,2357.3992,2421.2913,2400.9753,2344.9368,2272.0955,2287.4158,2376.4236,2390.1409,2415.3486,2443.415,2424.502,2224.386,2440.4536
3208.2227,3208.4998,3257.6396,3250.3708,3264.9678,3232.1755,3283.7725,3290.9692,3334.3833,3353.0996,3469.8694,3419.61,3340.4766,3314.804,3385.4841,3375.4402,3400.3535,3354.3755
1717.3531,1717.2284,1716.9138,1720.1243,1709.3026,1713.5333,1725.7623,1716.8926,1712.239,1710.7261,1725.3342,1727.2817,1733.2963,1730.9675,1730.6552,1718.7052,1706.4562,1726.3003
1794.7107,1804.9294,1831.218,1816.757,1819.0494,1830.1177,1815.3878,1791.4972,1788.8384,1792.9333,1827.6709,1820.436,1818.8523,1808.8821,1819.9692,1807.2592,1782.9084,1846.8541
22748.357,22702.475,22613.566,22563.947,22693.416,22732.344,22744.715,22732.34,22732.068,22753.01,22747.523,22743.172,22826.158,22816.63,22827.113,22805.357,22810.135,22826.643
21859.047,21965.111,22057.896,22045.744,22135.852,22146.004,22059.621,22160.082,22162.965,22282.172,22465.865,22542.723,22587.656,22564.773,22609.531,22416.16,22380.45,22328.76
20627.062,20523.424,20720.275,20804.77,20935.225,21042.482,20898.814,20989.111,20964.86,21056.646,21394.771,21501.887,21528.57,21496.186,21696.207,21304.611,21233.127,21288.143
3637.1704,3641.8574,3639.2815,3691.2107,3704.4946,3744.309,3754.5586,3757.744,3767.1875,3787.857,3832.9456,3820.9353,3857.8032,3874.7966,3896.151,3840.834,3864.1895,3854.363
19809.076,19668.879,19873.742,20017.523,20118.21,20223.572,20070.05,20167.295,20128.87,20225.209,20576.729,20683.383,20706.38,20647.914,20875.682,20474.396,20413.559,20439.41
18229.951,17784.943,18018.291,18064.1,18339.604,18246.242,18267.785,18003.863,18345.67,18255.932,18876.652,18865.734,19025.492,18957.691,19233.545,19005.572,19057.12,18880.775
20273.535,19402.49,17915.41,16946.28,17371.373,17956.504,18165.229,17913.303,18239.484,18067.006,18560.834,19105.89,19886.936,18986.896,18493.135,16879.316,17338.057,17654.775
10495.715,9250.279,7847.5474,9173.217,9808.181,9400.276,10051.033,9725.413,9472.461,9133.681,9747.441,8605.008,8977.487,7670.5645,9721.645,9429.282,8742.804,8989.185
10510.2705,9292.335,9817.735,10143.02,10849.324,10655.474,10585.891,9769.066,10370.083,10626.745,11064.966,11280.924,12969.696,11396.265,11272.218,10916.741,11228.777,10636.07
1589.3125,1405.3313,1485.0166,1533.7737,1640.4235,1611.0131,1600.7964,1477.4001,1567.8658,1606.615,1673.1202,1705.653,1960.721,1723.0369,1704.458,1650.4465,1697.8298,1608.4142
2056.653,2043.6235,2051.628,2084.648,2058.8044,1922.9856,1883.3475,1901.924,1917.8544,1931.8024,1995.4824,1983.2854,2048.9277,2007.5814,1987.2399,2040.9275,2002.4417,1895.3081
3598.8506,3232.4175,3031.9814,2748.4485,2657.3806,2589.7908,2322.6924,2490.1326,2242.899,2283.692,2504.1162,3169.392,2749.1335,3077.6614,2604.8823,2463.9734,2225.38,2200.792
4002.1826,3520.8184,3200.6628,3101.6143,3058.7705,2962.7031,2702.3625,2979.167,2692.4512,2703.5583,2879.385,3463.4094,3014.234,3334.9263,3012.7427,2883.465,2709.0798,2617.7092
3454.4014,3517.7288,3534.6685,3556.3135,3554.2021,3564.531,3528.37,3564.3516,3573.602,3657.4885,3724.735,3718.2402,3702.277,3701.816,3712.4285,3688.7864,3717.9048,3703.7107
1236.3273,1233.1255,1230.8739,1233.9661,1233.3556,1232.9681,1232.1982,1230.2734,1232.4038,1237.1725,1240.5653,1242.7568,1247.463,1244.6349,1249.3353,1240.1737,1238.0609,1238.2964
1136.7566,1095.6753,1085.8438,1074.375,1093.8784,1108.4004,1123.5454,1092.5562,1084.2014,1084.7418,1152.5964,1129.7646,1107.5897,1075.6592,1136.6987,1101.5574,1060.9474,1111.4337
1162.3827,1174.1743,1170.9756,1149.675,1175.9524,1197.9,1205.0393,1224.3092,1250.9316,1257.4546,1306.1029,1315.2175,1308.935,1291.0441,1357.7936,1311.7397,1273.6989,1223.2156
1084.3085,1109.3313,1102.3589,1085.3108,1093.3412,1113.9216,1141.8848,1150.1522,1193.2607,1227.6101,1269.4635,1286.4801,1272.8671,1267.8508,1366.8292,1260.9265,1246.1243,1153.5037
1054.9857,1059.2897,1052.2216,1054.4114,1054.2313,1054.2773,1049.4205,1050.2863,1051.1464,1055.826,1047.3402,1052.1382,1055.9359,1054.3796,1045.4867,1046.7395,1048.129,1055.0907
1092.1105,1082.8425,1080.5546,1083.6008,1085.3035,1095.6713,1093.5703,1087.6875,1083.387,1084.3833,1081.5914,1084.6586,1089.9767,1085.2224,1085.7277,1085.4984,1084.3013,1088.9723
1123.302,1115.2728,1113.6665,1121.0131,1116.375,1120.0406,1119.7151,1112.1978,1112.895,1103.7052,1099.9303,1107.0955,1126.8345,1107.0874,1114.9867,1121.2698,1117.2903,1123.4924
1830.607,1822.1013,1822.6571,1819.0413,1821.2098,1823.8801,1825.7589,1824.9009,1821.3295,1826.6337,1850.2112,1854.304,1848.7997,1856.3966,1876.495,1851.8978,1862.8234,1845.6368
